Fecha_hecho,Conducta,Codigo_comuna,Cantidad_casos
2022-05,Homicidio,70.0,1
2022-05,Homicidio,80.0,1
2022-06,Homicidio,2.0,1
2022-06,Homicidio,4.0,7
2022-06,Homicidio,5.0,1
2022-06,Homicidio,6.0,2
2022-06,Homicidio,8.0,3
2022-06,Homicidio,10.0,9
2022-06,Homicidio,11.0,4
2022-06,Homicidio,13.0,5
2022-06,Homicidio,16.0,1
2022-06,Homicidio,60.0,3
2022-07,Homicidio,1.0,3
2022-07,Homicidio,3.0,1
2022-07,Homicidio,4.0,4
2022-07,Homicidio,5.0,1
2022-07,Homicidio,6.0,2
2022-07,Homicidio,7.0,1
2022-07,Homicidio,8.0,2
2022-07,Homicidio,9.0,2
2022-07,Homicidio,10.0,4
2022-07,Homicidio,11.0,2
2022-07,Homicidio,13.0,3
2022-07,Homicidio,16.0,2
2022-07,Homicidio,60.0,3
2022-07,Homicidio,70.0,1
2022-07,Homicidio,80.0,3
2022-08,Homicidio,1.0,1
2022-08,Homicidio,2.0,3
2022-08,Homicidio,3.0,2
2022-08,Homicidio,4.0,2
2022-08,Homicidio,5.0,1
2022-08,Homicidio,6.0,2
2022-08,Homicidio,7.0,3
2022-08,Homicidio,8.0,1
2022-08,Homicidio,9.0,2
2022-08,Homicidio,10.0,3
2022-08,Homicidio,11.0,1
2022-08,Homicidio,60.0,1
2022-08,Homicidio,70.0,1
2022-09,Homicidio,1.0,1
2022-09,Homicidio,2.0,2
2022-09,Homicidio,3.0,1
2022-09,Homicidio,4.0,1
2022-09,Homicidio,5.0,3
2022-09,Homicidio,7.0,1
2022-09,Homicidio,8.0,2
2022-09,Homicidio,9.0,3
2022-09,Homicidio,10.0,6
2022-09,Homicidio,13.0,1
2022-09,Homicidio,14.0,3
2022-09,Homicidio,15.0,1
2022-09,Homicidio,16.0,4
2022-09,Homicidio,60.0,1
2022-09,Homicidio,70.0,1
2022-10,Homicidio,1.0,1
2022-10,Homicidio,2.0,2
2022-10,Homicidio,3.0,2
2022-10,Homicidio,4.0,3
2022-10,Homicidio,7.0,1
2022-10,Homicidio,8.0,1
2022-10,Homicidio,9.0,1
2022-10,Homicidio,10.0,9
2022-10,Homicidio,11.0,4
2022-10,Homicidio,13.0,3
2022-10,Homicidio,15.0,1
2022-10,Homicidio,16.0,3
2022-10,Homicidio,60.0,2
2022-10,Homicidio,70.0,2
2022-11,Homicidio,1.0,1
2022-11,Homicidio,2.0,2
2022-11,Homicidio,3.0,3
2022-11,Homicidio,4.0,1
2022-11,Homicidio,6.0,1
2022-11,Homicidio,7.0,4
2022-11,Homicidio,9.0,1
2022-11,Homicidio,10.0,4
2022-11,Homicidio,11.0,1
2022-11,Homicidio,12.0,1
2022-11,Homicidio,13.0,3
2022-11,Homicidio,15.0,4
2022-11,Homicidio,16.0,1
2022-11,Homicidio,50.0,1
2022-11,Homicidio,60.0,6
2022-11,Homicidio,90.0,2
2022-12,Homicidio,2.0,1
2022-12,Homicidio,4.0,2
2022-12,Homicidio,5.0,2
2022-12,Homicidio,6.0,2
2022-12,Homicidio,7.0,6
2022-12,Homicidio,8.0,1
2022-12,Homicidio,9.0,2
2022-12,Homicidio,10.0,3
2022-12,Homicidio,13.0,1
2022-12,Homicidio,14.0,1
2022-12,Homicidio,15.0,1
2022-12,Homicidio,16.0,6
2022-12,Homicidio,60.0,5
2023-01,Homicidio,2.0,1
2023-01,Homicidio,3.0,2
2023-01,Homicidio,4.0,2
2023-01,Homicidio,5.0,3
2023-01,Homicidio,6.0,1
2023-01,Homicidio,7.0,2
2023-01,Homicidio,8.0,4
2023-01,Homicidio,9.0,1
2023-01,Homicidio,10.0,7
2023-01,Homicidio,13.0,1
2023-01,Homicidio,15.0,2
2023-01,Homicidio,16.0,1
2023-01,Homicidio,80.0,1
2023-01,Homicidio,90.0,1
2023-02,Homicidio,1.0,2
2023-02,Homicidio,2.0,2
2023-02,Homicidio,3.0,1
2023-02,Homicidio,4.0,5
2023-02,Homicidio,5.0,1
2023-02,Homicidio,7.0,1
2023-02,Homicidio,9.0,3
2023-02,Homicidio,10.0,1
2023-02,Homicidio,11.0,1
2023-02,Homicidio,12.0,1
2023-02,Homicidio,13.0,1
2023-02,Homicidio,16.0,5
2023-02,Homicidio,60.0,1
2023-02,Homicidio,70.0,2
2023-03,Homicidio,1.0,2
2023-03,Homicidio,2.0,1
2023-03,Homicidio,3.0,3
2023-03,Homicidio,4.0,4
2023-03,Homicidio,6.0,3
2023-03,Homicidio,7.0,3
2023-03,Homicidio,8.0,2
2023-03,Homicidio,9.0,2
2023-03,Homicidio,10.0,9
2023-03,Homicidio,11.0,1
2023-03,Homicidio,14.0,1
2023-03,Homicidio,15.0,1
2023-03,Homicidio,16.0,3
2023-03,Homicidio,60.0,1
2023-03,Homicidio,80.0,3
2023-04,Homicidio,1.0,2
2023-04,Homicidio,2.0,1
2023-04,Homicidio,3.0,2
2023-04,Homicidio,4.0,2
2023-04,Homicidio,5.0,1
2023-04,Homicidio,6.0,1
2023-04,Homicidio,7.0,1
2023-04,Homicidio,10.0,9
2023-04,Homicidio,11.0,4
2023-04,Homicidio,16.0,2
2023-04,Homicidio,70.0,1
2023-05,Homicidio,1.0,1
2023-05,Homicidio,2.0,1
2023-05,Homicidio,3.0,1
2023-05,Homicidio,4.0,2
2023-05,Homicidio,7.0,2
2023-05,Homicidio,8.0,3
2023-05,Homicidio,9.0,1
2023-05,Homicidio,10.0,3
2023-05,Homicidio,11.0,1
2023-05,Homicidio,12.0,1
2023-05,Homicidio,13.0,2
2023-05,Homicidio,14.0,2
2023-05,Homicidio,15.0,1
2023-05,Homicidio,60.0,2
2023-05,Homicidio,80.0,1
2023-05,Homicidio,90.0,1
2023-06,Homicidio,1.0,1
2023-06,Homicidio,2.0,2
2023-06,Homicidio,3.0,3
2023-06,Homicidio,4.0,3
2023-06,Homicidio,5.0,4
2023-06,Homicidio,6.0,1
2023-06,Homicidio,7.0,3
2023-06,Homicidio,8.0,3
2023-06,Homicidio,10.0,5
2023-06,Homicidio,11.0,3
2023-06,Homicidio,13.0,1
2023-06,Homicidio,14.0,1
2023-06,Homicidio,50.0,1
2023-06,Homicidio,60.0,2
2023-07,Homicidio,1.0,2
2023-07,Homicidio,3.0,6
2023-07,Homicidio,4.0,2
2023-07,Homicidio,5.0,3
2023-07,Homicidio,7.0,1
2023-07,Homicidio,8.0,1
2023-07,Homicidio,9.0,4
2023-07,Homicidio,10.0,6
2023-07,Homicidio,11.0,1
2023-07,Homicidio,12.0,1
2023-07,Homicidio,13.0,1
2023-07,Homicidio,15.0,1
2023-07,Homicidio,60.0,1
2023-07,Homicidio,80.0,1
2023-07,Homicidio,90.0,2
2023-08,Homicidio,1.0,2
2023-08,Homicidio,3.0,1
2023-08,Homicidio,4.0,1
2023-08,Homicidio,6.0,6
2023-08,Homicidio,7.0,1
2023-08,Homicidio,8.0,3
2023-08,Homicidio,9.0,2
2023-08,Homicidio,10.0,6
2023-08,Homicidio,11.0,4
2023-08,Homicidio,13.0,3
2023-08,Homicidio,15.0,2
2023-08,Homicidio,16.0,1
2023-08,Homicidio,60.0,3
2023-08,Homicidio,80.0,1
2023-09,Homicidio,1.0,1
2023-09,Homicidio,2.0,2
2023-09,Homicidio,3.0,2
2023-09,Homicidio,4.0,1
2023-09,Homicidio,5.0,3
2023-09,Homicidio,6.0,1
2023-09,Homicidio,7.0,7
2023-09,Homicidio,8.0,4
2023-09,Homicidio,10.0,8
2023-09,Homicidio,12.0,1
2023-09,Homicidio,13.0,1
2023-09,Homicidio,16.0,1
2023-09,Homicidio,60.0,2
2023-10,Homicidio,2.0,1
2023-10,Homicidio,4.0,2
2023-10,Homicidio,5.0,5
2023-10,Homicidio,6.0,2
2023-10,Homicidio,8.0,1
2023-10,Homicidio,9.0,2
2023-10,Homicidio,10.0,9
2023-10,Homicidio,13.0,1
2023-10,Homicidio,14.0,1
2023-10,Homicidio,16.0,4
2023-10,Homicidio,50.0,1
2023-10,Homicidio,60.0,1
2023-10,Homicidio,70.0,2
2023-10,Homicidio,80.0,2
2023-10,Homicidio,90.0,1
2023-11,Homicidio,3.0,1
2023-11,Homicidio,4.0,4
2023-11,Homicidio,6.0,3
2023-11,Homicidio,7.0,1
2023-11,Homicidio,8.0,1
2023-11,Homicidio,9.0,1
2023-11,Homicidio,10.0,7
2023-11,Homicidio,12.0,1
2023-11,Homicidio,14.0,3
2023-11,Homicidio,15.0,3
2023-11,Homicidio,16.0,1
2003-01,Hurto a persona,10,60
2003-01,Hurto a persona,11,30
2003-01,Hurto a persona,12,20
2003-01,Hurto a persona,13,4
2003-01,Hurto a persona,14,26
2003-01,Hurto a persona,15,8
2003-01,Hurto a persona,16,24
2003-01,Hurto a persona,4,6
2003-01,Hurto a persona,5,8
2003-01,Hurto a persona,6,4
2003-01,Hurto a persona,7,10
2003-01,Hurto a persona,8,8
2003-01,Hurto a persona,9,6
2003-02,Hurto a persona,10,62
2003-02,Hurto a persona,11,36
2003-02,Hurto a persona,12,4
2003-02,Hurto a persona,14,16
2003-02,Hurto a persona,15,16
2003-02,Hurto a persona,16,14
2003-02,Hurto a persona,3,2
2003-02,Hurto a persona,4,8
2003-02,Hurto a persona,5,8
2003-02,Hurto a persona,6,2
2003-02,Hurto a persona,7,2
2003-02,Hurto a persona,8,2
2003-02,Hurto a persona,9,6
2003-03,Hurto a persona,1,2
2003-03,Hurto a persona,10,64
2003-03,Hurto a persona,11,68
2003-03,Hurto a persona,12,18
2003-03,Hurto a persona,14,18
2003-03,Hurto a persona,15,20
2003-03,Hurto a persona,16,28
2003-03,Hurto a persona,2,2
2003-03,Hurto a persona,3,10
2003-03,Hurto a persona,4,8
2003-03,Hurto a persona,5,10
2003-03,Hurto a persona,6,2
2003-03,Hurto a persona,7,6
2003-03,Hurto a persona,8,2
2003-03,Hurto a persona,9,4
2003-04,Hurto a persona,1,2
2003-04,Hurto a persona,10,106
2003-04,Hurto a persona,11,62
2003-04,Hurto a persona,12,18
2003-04,Hurto a persona,13,6
2003-04,Hurto a persona,14,28
2003-04,Hurto a persona,15,14
2003-04,Hurto a persona,16,28
2003-04,Hurto a persona,2,2
2003-04,Hurto a persona,4,12
2003-04,Hurto a persona,5,34
2003-04,Hurto a persona,6,2
2003-04,Hurto a persona,60,2
2003-04,Hurto a persona,7,8
2003-04,Hurto a persona,8,8
2003-04,Hurto a persona,80,2
2003-04,Hurto a persona,9,12
2003-04,Hurto a persona,SIN DATO,4
2003-05,Hurto a persona,10,98
2003-05,Hurto a persona,11,120
2003-05,Hurto a persona,12,22
2003-05,Hurto a persona,14,60
2003-05,Hurto a persona,15,48
2003-05,Hurto a persona,16,60
2003-05,Hurto a persona,3,4
2003-05,Hurto a persona,4,26
2003-05,Hurto a persona,5,34
2003-05,Hurto a persona,6,2
2003-05,Hurto a persona,7,6
2003-05,Hurto a persona,8,8
2003-05,Hurto a persona,9,26
2003-06,Hurto a persona,10,86
2003-06,Hurto a persona,11,94
2003-06,Hurto a persona,12,40
2003-06,Hurto a persona,14,20
2003-06,Hurto a persona,15,20
2003-06,Hurto a persona,16,38
2003-06,Hurto a persona,2,2
2003-06,Hurto a persona,3,4
2003-06,Hurto a persona,4,16
2003-06,Hurto a persona,5,22
2003-06,Hurto a persona,7,10
2003-06,Hurto a persona,8,18
2003-06,Hurto a persona,9,8
2003-06,Hurto a persona,SIN DATO,2
2003-07,Hurto a persona,1,2
2003-07,Hurto a persona,10,174
2003-07,Hurto a persona,11,92
2003-07,Hurto a persona,12,18
2003-07,Hurto a persona,13,4
2003-07,Hurto a persona,14,58
2003-07,Hurto a persona,15,36
2003-07,Hurto a persona,16,44
2003-07,Hurto a persona,3,4
2003-07,Hurto a persona,4,16
2003-07,Hurto a persona,5,36
2003-07,Hurto a persona,6,2
2003-07,Hurto a persona,7,16
2003-07,Hurto a persona,8,14
2003-07,Hurto a persona,9,4
2003-08,Hurto a persona,1,8
2003-08,Hurto a persona,10,144
2003-08,Hurto a persona,11,166
2003-08,Hurto a persona,12,34
2003-08,Hurto a persona,14,72
2003-08,Hurto a persona,15,58
2003-08,Hurto a persona,16,102
2003-08,Hurto a persona,2,2
2003-08,Hurto a persona,3,10
2003-08,Hurto a persona,4,18
2003-08,Hurto a persona,5,8
2003-08,Hurto a persona,6,28
2003-08,Hurto a persona,7,16
2003-08,Hurto a persona,8,16
2003-08,Hurto a persona,9,10
2003-08,Hurto a persona,SIN DATO,2
2003-09,Hurto a persona,10,198
2003-09,Hurto a persona,11,72
2003-09,Hurto a persona,12,52
2003-09,Hurto a persona,13,12
2003-09,Hurto a persona,14,36
2003-09,Hurto a persona,15,34
2003-09,Hurto a persona,16,74
2003-09,Hurto a persona,3,8
2003-09,Hurto a persona,4,20
2003-09,Hurto a persona,5,22
2003-09,Hurto a persona,6,4
2003-09,Hurto a persona,7,30
2003-09,Hurto a persona,8,14
2003-09,Hurto a persona,9,14
2003-10,Hurto a persona,10,172
2003-10,Hurto a persona,11,136
2003-10,Hurto a persona,12,32
2003-10,Hurto a persona,13,6
2003-10,Hurto a persona,14,42
2003-10,Hurto a persona,15,24
2003-10,Hurto a persona,16,120
2003-10,Hurto a persona,2,6
2003-10,Hurto a persona,3,4
2003-10,Hurto a persona,4,40
2003-10,Hurto a persona,5,56
2003-10,Hurto a persona,6,2
2003-10,Hurto a persona,7,38
2003-10,Hurto a persona,8,8
2003-10,Hurto a persona,9,24
2003-10,Hurto a persona,SIN DATO,4
2003-11,Hurto a persona,10,154
2003-11,Hurto a persona,11,124
2003-11,Hurto a persona,12,8
2003-11,Hurto a persona,13,6
2003-11,Hurto a persona,14,48
2003-11,Hurto a persona,15,46
2003-11,Hurto a persona,16,130
2003-11,Hurto a persona,2,8
2003-11,Hurto a persona,3,6
2003-11,Hurto a persona,4,24
2003-11,Hurto a persona,5,22
2003-11,Hurto a persona,6,2
2003-11,Hurto a persona,7,40
2003-11,Hurto a persona,8,4
2003-11,Hurto a persona,9,20
2003-12,Hurto a persona,1,2
2003-12,Hurto a persona,10,122
2003-12,Hurto a persona,11,94
2003-12,Hurto a persona,12,12
2003-12,Hurto a persona,13,2
2003-12,Hurto a persona,14,42
2003-12,Hurto a persona,15,32
2003-12,Hurto a persona,16,48
2003-12,Hurto a persona,2,2
2003-12,Hurto a persona,3,6
2003-12,Hurto a persona,4,16
2003-12,Hurto a persona,5,22
2003-12,Hurto a persona,6,8
2003-12,Hurto a persona,7,6
2003-12,Hurto a persona,70,2
2003-12,Hurto a persona,8,8
2003-12,Hurto a persona,9,4
2004-01,Hurto a persona,1,10
2004-01,Hurto a persona,10,200
2004-01,Hurto a persona,11,120
2004-01,Hurto a persona,12,42
2004-01,Hurto a persona,13,4
2004-01,Hurto a persona,14,56
2004-01,Hurto a persona,15,32
2004-01,Hurto a persona,16,80
2004-01,Hurto a persona,3,16
2004-01,Hurto a persona,4,28
2004-01,Hurto a persona,5,46
2004-01,Hurto a persona,6,8
2004-01,Hurto a persona,7,16
2004-01,Hurto a persona,8,6
2004-01,Hurto a persona,80,2
2004-01,Hurto a persona,9,14
2004-01,Hurto a persona,SIN DATO,6
2004-02,Hurto a persona,10,138
2004-02,Hurto a persona,11,82
2004-02,Hurto a persona,12,16
2004-02,Hurto a persona,14,40
2004-02,Hurto a persona,15,26
2004-02,Hurto a persona,16,50
2004-02,Hurto a persona,3,10
2004-02,Hurto a persona,4,16
2004-02,Hurto a persona,5,28
2004-02,Hurto a persona,6,4
2004-02,Hurto a persona,7,8
2004-02,Hurto a persona,8,4
2004-02,Hurto a persona,80,2
2004-02,Hurto a persona,9,12
2004-03,Hurto a persona,1,4
2004-03,Hurto a persona,10,100
2004-03,Hurto a persona,11,70
2004-03,Hurto a persona,12,12
2004-03,Hurto a persona,13,2
2004-03,Hurto a persona,14,22
2004-03,Hurto a persona,15,28
2004-03,Hurto a persona,16,40
2004-03,Hurto a persona,2,2
2004-03,Hurto a persona,4,12
2004-03,Hurto a persona,5,12
2004-03,Hurto a persona,6,2
2004-03,Hurto a persona,60,2
2004-03,Hurto a persona,7,8
2004-03,Hurto a persona,8,4
2004-03,Hurto a persona,90,4
2004-03,Hurto a persona,SIN DATO,4
2004-04,Hurto a persona,10,122
2004-04,Hurto a persona,11,68
2004-04,Hurto a persona,12,16
2004-04,Hurto a persona,14,24
2004-04,Hurto a persona,15,26
2004-04,Hurto a persona,16,66
2004-04,Hurto a persona,2,4
2004-04,Hurto a persona,3,6
2004-04,Hurto a persona,4,12
2004-04,Hurto a persona,5,36
2004-04,Hurto a persona,6,2
2004-04,Hurto a persona,7,18
2004-04,Hurto a persona,8,8
2004-04,Hurto a persona,9,6
2004-05,Hurto a persona,10,112
2004-05,Hurto a persona,11,76
2004-05,Hurto a persona,12,14
2004-05,Hurto a persona,13,2
2004-05,Hurto a persona,14,26
2004-05,Hurto a persona,15,48
2004-05,Hurto a persona,16,68
2004-05,Hurto a persona,2,2
2004-05,Hurto a persona,3,8
2004-05,Hurto a persona,4,6
2004-05,Hurto a persona,5,24
2004-05,Hurto a persona,6,4
2004-05,Hurto a persona,7,14
2004-05,Hurto a persona,8,2
2004-05,Hurto a persona,80,2
2004-05,Hurto a persona,9,4
2004-05,Hurto a persona,90,4
2004-05,Hurto a persona,SIN DATO,2
2004-06,Hurto a persona,1,4
2004-06,Hurto a persona,10,142
2004-06,Hurto a persona,11,80
2004-06,Hurto a persona,12,26
2004-06,Hurto a persona,13,2
2004-06,Hurto a persona,14,52
2004-06,Hurto a persona,15,68
2004-06,Hurto a persona,16,76
2004-06,Hurto a persona,2,2
2004-06,Hurto a persona,3,2
2004-06,Hurto a persona,4,6
2004-06,Hurto a persona,5,26
2004-06,Hurto a persona,6,10
2004-06,Hurto a persona,60,2
2004-06,Hurto a persona,7,16
2004-06,Hurto a persona,8,4
2004-06,Hurto a persona,9,6
2004-06,Hurto a persona,90,2
2004-07,Hurto a persona,1,4
2004-07,Hurto a persona,10,168
2004-07,Hurto a persona,11,96
2004-07,Hurto a persona,12,30
2004-07,Hurto a persona,13,20
2004-07,Hurto a persona,14,16
2004-07,Hurto a persona,15,58
2004-07,Hurto a persona,16,94
2004-07,Hurto a persona,3,2
2004-07,Hurto a persona,4,10
2004-07,Hurto a persona,5,20
2004-07,Hurto a persona,6,4
2004-07,Hurto a persona,7,36
2004-07,Hurto a persona,8,6
2004-07,Hurto a persona,9,12
2004-07,Hurto a persona,90,4
2004-08,Hurto a persona,10,148
2004-08,Hurto a persona,11,90
2004-08,Hurto a persona,12,10
2004-08,Hurto a persona,14,32
2004-08,Hurto a persona,15,80
2004-08,Hurto a persona,16,52
2004-08,Hurto a persona,3,4
2004-08,Hurto a persona,4,6
2004-08,Hurto a persona,5,10
2004-08,Hurto a persona,6,2
2004-08,Hurto a persona,7,12
2004-08,Hurto a persona,8,12
2004-08,Hurto a persona,9,10
2004-08,Hurto a persona,SIN DATO,2
2004-09,Hurto a persona,10,142
2004-09,Hurto a persona,11,80
2004-09,Hurto a persona,12,6
2004-09,Hurto a persona,13,2
2004-09,Hurto a persona,14,20
2004-09,Hurto a persona,15,66
2004-09,Hurto a persona,16,54
2004-09,Hurto a persona,2,6
2004-09,Hurto a persona,3,2
2004-09,Hurto a persona,4,8
2004-09,Hurto a persona,5,18
2004-09,Hurto a persona,6,4
2004-09,Hurto a persona,60,2
2004-09,Hurto a persona,7,16
2004-09,Hurto a persona,8,4
2004-09,Hurto a persona,9,4
2004-09,Hurto a persona,SIN DATO,2
2004-10,Hurto a persona,1,2
2004-10,Hurto a persona,10,120
2004-10,Hurto a persona,11,70
2004-10,Hurto a persona,12,18
2004-10,Hurto a persona,13,4
2004-10,Hurto a persona,14,28
2004-10,Hurto a persona,15,64
2004-10,Hurto a persona,16,72
2004-10,Hurto a persona,2,8
2004-10,Hurto a persona,4,20
2004-10,Hurto a persona,5,16
2004-10,Hurto a persona,6,4
2004-10,Hurto a persona,7,6
2004-10,Hurto a persona,8,8
2004-10,Hurto a persona,9,10
2004-10,Hurto a persona,SIN DATO,4
2004-11,Hurto a persona,1,2
2004-11,Hurto a persona,10,164
2004-11,Hurto a persona,11,72
2004-11,Hurto a persona,12,10
2004-11,Hurto a persona,13,6
2004-11,Hurto a persona,14,18
2004-11,Hurto a persona,15,20
2004-11,Hurto a persona,16,38
2004-11,Hurto a persona,3,2
2004-11,Hurto a persona,4,8
2004-11,Hurto a persona,5,20
2004-11,Hurto a persona,6,2
2004-11,Hurto a persona,7,6
2004-11,Hurto a persona,80,2
2004-11,Hurto a persona,9,4
2004-11,Hurto a persona,SIN DATO,4
2004-12,Hurto a persona,1,2
2004-12,Hurto a persona,10,134
2004-12,Hurto a persona,11,64
2004-12,Hurto a persona,12,18
2004-12,Hurto a persona,13,2
2004-12,Hurto a persona,14,26
2004-12,Hurto a persona,15,68
2004-12,Hurto a persona,16,82
2004-12,Hurto a persona,2,8
2004-12,Hurto a persona,3,6
2004-12,Hurto a persona,4,2
2004-12,Hurto a persona,5,18
2004-12,Hurto a persona,6,4
2004-12,Hurto a persona,7,18
2004-12,Hurto a persona,8,14
2004-12,Hurto a persona,9,8
2005-01,Hurto a persona,10,106
2005-01,Hurto a persona,11,94
2005-01,Hurto a persona,12,24
2005-01,Hurto a persona,13,10
2005-01,Hurto a persona,14,30
2005-01,Hurto a persona,15,44
2005-01,Hurto a persona,16,54
2005-01,Hurto a persona,3,6
2005-01,Hurto a persona,4,12
2005-01,Hurto a persona,5,30
2005-01,Hurto a persona,6,2
2005-01,Hurto a persona,7,4
2005-01,Hurto a persona,8,4
2005-01,Hurto a persona,80,2
2005-01,Hurto a persona,9,14
2005-01,Hurto a persona,SIN DATO,4
2005-02,Hurto a persona,1,4
2005-02,Hurto a persona,10,152
2005-02,Hurto a persona,11,96
2005-02,Hurto a persona,12,32
2005-02,Hurto a persona,13,4
2005-02,Hurto a persona,14,28
2005-02,Hurto a persona,15,52
2005-02,Hurto a persona,16,48
2005-02,Hurto a persona,2,2
2005-02,Hurto a persona,4,6
2005-02,Hurto a persona,5,34
2005-02,Hurto a persona,6,6
2005-02,Hurto a persona,7,6
2005-02,Hurto a persona,8,12
2005-02,Hurto a persona,80,2
2005-02,Hurto a persona,9,14
2005-02,Hurto a persona,90,2
2005-03,Hurto a persona,10,166
2005-03,Hurto a persona,11,78
2005-03,Hurto a persona,12,20
2005-03,Hurto a persona,13,4
2005-03,Hurto a persona,14,40
2005-03,Hurto a persona,15,32
2005-03,Hurto a persona,16,48
2005-03,Hurto a persona,2,6
2005-03,Hurto a persona,3,4
2005-03,Hurto a persona,4,10
2005-03,Hurto a persona,5,38
2005-03,Hurto a persona,6,2
2005-03,Hurto a persona,7,20
2005-03,Hurto a persona,70,2
2005-03,Hurto a persona,8,18
2005-03,Hurto a persona,80,4
2005-03,Hurto a persona,9,12
2005-04,Hurto a persona,10,142
2005-04,Hurto a persona,11,62
2005-04,Hurto a persona,12,36
2005-04,Hurto a persona,13,8
2005-04,Hurto a persona,14,32
2005-04,Hurto a persona,15,28
2005-04,Hurto a persona,16,38
2005-04,Hurto a persona,4,4
2005-04,Hurto a persona,5,18
2005-04,Hurto a persona,7,8
2005-04,Hurto a persona,9,2
2005-05,Hurto a persona,1,2
2005-05,Hurto a persona,10,152
2005-05,Hurto a persona,11,72
2005-05,Hurto a persona,12,6
2005-05,Hurto a persona,13,2
2005-05,Hurto a persona,14,74
2005-05,Hurto a persona,15,36
2005-05,Hurto a persona,16,38
2005-05,Hurto a persona,2,8
2005-05,Hurto a persona,3,4
2005-05,Hurto a persona,4,10
2005-05,Hurto a persona,5,24
2005-05,Hurto a persona,6,6
2005-05,Hurto a persona,7,10
2005-05,Hurto a persona,8,16
2005-05,Hurto a persona,9,4
2005-05,Hurto a persona,SIN DATO,2
2005-06,Hurto a persona,1,4
2005-06,Hurto a persona,10,186
2005-06,Hurto a persona,11,100
2005-06,Hurto a persona,12,20
2005-06,Hurto a persona,13,6
2005-06,Hurto a persona,14,90
2005-06,Hurto a persona,15,30
2005-06,Hurto a persona,16,58
2005-06,Hurto a persona,3,4
2005-06,Hurto a persona,4,30
2005-06,Hurto a persona,5,24
2005-06,Hurto a persona,6,4
2005-06,Hurto a persona,7,16
2005-06,Hurto a persona,8,2
2005-06,Hurto a persona,9,4
2005-06,Hurto a persona,90,2
2005-07,Hurto a persona,10,186
2005-07,Hurto a persona,11,118
2005-07,Hurto a persona,12,12
2005-07,Hurto a persona,13,10
2005-07,Hurto a persona,14,128
2005-07,Hurto a persona,15,80
2005-07,Hurto a persona,16,78
2005-07,Hurto a persona,2,2
2005-07,Hurto a persona,3,4
2005-07,Hurto a persona,4,22
2005-07,Hurto a persona,5,26
2005-07,Hurto a persona,6,2
2005-07,Hurto a persona,7,18
2005-07,Hurto a persona,8,6
2005-07,Hurto a persona,80,2
2005-07,Hurto a persona,9,14
2005-08,Hurto a persona,1,4
2005-08,Hurto a persona,10,250
2005-08,Hurto a persona,11,126
2005-08,Hurto a persona,12,24
2005-08,Hurto a persona,13,8
2005-08,Hurto a persona,14,110
2005-08,Hurto a persona,15,54
2005-08,Hurto a persona,16,58
2005-08,Hurto a persona,3,6
2005-08,Hurto a persona,4,12
2005-08,Hurto a persona,5,22
2005-08,Hurto a persona,6,10
2005-08,Hurto a persona,60,2
2005-08,Hurto a persona,7,22
2005-08,Hurto a persona,70,2
2005-08,Hurto a persona,8,8
2005-08,Hurto a persona,9,6
2005-08,Hurto a persona,SIN DATO,4
2005-09,Hurto a persona,1,2
2005-09,Hurto a persona,10,200
2005-09,Hurto a persona,11,108
2005-09,Hurto a persona,12,10
2005-09,Hurto a persona,13,4
2005-09,Hurto a persona,14,100
2005-09,Hurto a persona,15,54
2005-09,Hurto a persona,16,62
2005-09,Hurto a persona,2,4
2005-09,Hurto a persona,3,4
2005-09,Hurto a persona,4,30
2005-09,Hurto a persona,5,22
2005-09,Hurto a persona,6,8
2005-09,Hurto a persona,7,14
2005-09,Hurto a persona,8,8
2005-09,Hurto a persona,9,10
2005-10,Hurto a persona,1,2
2005-10,Hurto a persona,10,154
2005-10,Hurto a persona,11,74
2005-10,Hurto a persona,12,14
2005-10,Hurto a persona,13,4
2005-10,Hurto a persona,14,62
2005-10,Hurto a persona,15,50
2005-10,Hurto a persona,16,58
2005-10,Hurto a persona,2,2
2005-10,Hurto a persona,3,4
2005-10,Hurto a persona,4,30
2005-10,Hurto a persona,5,18
2005-10,Hurto a persona,6,10
2005-10,Hurto a persona,7,14
2005-10,Hurto a persona,8,4
2005-10,Hurto a persona,9,10
2005-11,Hurto a persona,1,6
2005-11,Hurto a persona,10,272
2005-11,Hurto a persona,11,88
2005-11,Hurto a persona,12,20
2005-11,Hurto a persona,13,4
2005-11,Hurto a persona,14,82
2005-11,Hurto a persona,15,62
2005-11,Hurto a persona,16,58
2005-11,Hurto a persona,2,10
2005-11,Hurto a persona,3,10
2005-11,Hurto a persona,4,20
2005-11,Hurto a persona,5,32
2005-11,Hurto a persona,7,30
2005-11,Hurto a persona,8,10
2005-11,Hurto a persona,9,8
2005-11,Hurto a persona,SIN DATO,6
2005-12,Hurto a persona,1,2
2005-12,Hurto a persona,10,300
2005-12,Hurto a persona,11,70
2005-12,Hurto a persona,12,28
2005-12,Hurto a persona,13,18
2005-12,Hurto a persona,14,46
2005-12,Hurto a persona,15,46
2005-12,Hurto a persona,16,44
2005-12,Hurto a persona,3,4
2005-12,Hurto a persona,4,40
2005-12,Hurto a persona,5,64
2005-12,Hurto a persona,6,6
2005-12,Hurto a persona,7,18
2005-12,Hurto a persona,8,16
2005-12,Hurto a persona,9,12
2005-12,Hurto a persona,SIN DATO,2
2006-01,Hurto a persona,1,12
2006-01,Hurto a persona,10,150
